instance,generators,cont_params,cost,violation,expectation_jobs,total_expectation_jobs,total_fidelity_jobs,classical_opt_time,optimized_bitstrings,max_inner,ar_uniform,ar_opt,error,history
91,10110,"[0.6287483968906782, 0.0, 0.8217903203892437, 1.3783143097275987, 0.0, 8.093401740396651e-08, 0.0, 0.13822019816988873, 0.04179106736163985, 0.0, 1.0027539056013317, 0.9997487429901989, 1.002352095926038, 1.0025014793095, 0.9948643712752139, 0.0, -0.0065494512589512775, -0.0009547800622131514, -0.0005587609559300768, -0.02373029069503244]",7.239147657800961,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 9.504813720472157, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00111"", ""params"": [0.0, 0.0, 0.8217903203878518, 1.3604897969317113, 0.6465068084361806, 0.0, 0.0, 0.13822019794283855, 0.02279551830141074, 0.019065963981707092, 1.0024184311617537, 0.9998619221547578, 1.0023105280823654, 1.002614307422766, 0.9949781425183005, 0.0, -0.00532025534091948, -0.0004226001378787564, 0.0006690900923672285, -0.022497185282090524], ""fun"": 7.59784544004059, ""violation"": 0, ""total"": 7.59784544004059, ""extra"": {}}}, {""time"": 265.6547018084675, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00110"", ""params"": [0.0, 0.0, 1.2626235572626718, 1.5642341669652684, 0.0, 0.0, 0.0, 0.13822020736044544, 0.03754710657398608, 0.0, 1.0020350749476368, 1.000543208879031, 1.0019271304842012, 1.0022310264948788, 0.995662990167859, 0.0, -0.0029823492688361725, -0.00042292358068028843, 0.0006696020500515013, -0.020135774065887894], ""fun"": 7.290230928977197, ""violation"": 0, ""total"": 7.290230928977197, ""extra"": {}}}, {""time"": 1370.1197780147195, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00110"", ""params"": [0.0, 0.0, 1.2626235572664095, 1.5642341669624849, 0.0, 0.0, 0.0, 0.13822020039698613, 0.03754711354071182, 0.0, 1.0020350749516098, 1.000543208846029, 1.0019271304881745, 1.0022310264988514, 0.995662990134685, 0.0, -0.002982349252358079, -0.0004229235806769466, 0.0006696020500461336, -0.02013577405054723], ""fun"": 7.2902309289764675, ""violation"": 0, ""total"": 7.2902309289764675, ""extra"": {}}}, {""time"": 1488.179411828518, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10110"", ""params"": [0.6287483954633412, 0.0, 0.821790321840794, 1.3789259285782056, 0.0, 1.9605532217637433e-07, 0.0, 0.1382201626312313, 0.04405871673873884, 0.0, 0.9712886978641581, 0.9681736911125677, 0.9708738664127308, 0.9710281413098569, 0.9631181612050597, 0.0, -0.006979834450694828, -0.001017673283703619, -0.000595553493046936, -0.02530589924901909], ""fun"": 7.288980965687661, ""violation"": 0, ""total"": 7.288980965687661, ""extra"": {}}}, {""time"": 1516.8717303574085, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10110"", ""params"": [0.6287483968710708, 0.0, 0.8217903203892976, 1.3783580171411374, 0.0, 1.4071269904350763e-07, 0.0, 0.13822020238880708, 0.04195305907598986, 0.0, 1.0004007213118753, 0.997387623273283, 0.9999979660903547, 1.0001477044271248, 0.9924908659866277, 0.0, -0.006580242913064721, -0.0009592791186535206, -0.0005613929395603658, -0.023842947341875007], ""fun"": 7.23942631525793, ""violation"": 0, ""total"": 7.23942631525793, ""extra"": {}}}, {""time"": 1566.2385965548456, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10110"", ""params"": [0.628748396890676, 0.0, 0.8217903203892479, 1.3783143097165655, 0.0, 4.956970521116297e-07, 0.0, 0.13822019744106215, 0.041790653298434885, 0.0, 1.0027539061623123, 0.99974874273445, 1.0023520961351318, 1.002501479058404, 0.9948643710181266, 0.0, -0.006549450964741271, -0.0009547798681783852, -0.0005587606604363583, -0.023730290409657687], ""fun"": 7.239147657830327, ""violation"": 0, ""total"": 7.239147657830327, ""extra"": {}}}, {""time"": 1566.3468585675582, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10110"", ""params"": [0.6287483968906782, 0.0, 0.8217903203892437, 1.378314309727774, 0.0, 8.043934882652301e-08, 0.0, 0.13822019817005973, 0.04179106785632678, 0.0, 1.0027539056006618, 0.9997487429904992, 1.002352095925788, 1.0025014793097986, 0.9948643712755155, 0.0, -0.00654945125930054, -0.0009547800624446274, -0.0005587609562824606, -0.023730290695371338], ""fun"": 7.239147657801332, ""violation"": 0, ""total"": 7.239147657801332, ""extra"": {}}}, {""time"": 1572.644613548182, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10110"", ""params"": [0.6287483968906782, 0.0, 0.8217903203892437, 1.3783143097275987, 0.0, 8.093401740396651e-08, 0.0, 0.13822019816988873, 0.04179106736163985, 0.0, 1.0027539056013317, 0.9997487429901989, 1.002352095926038, 1.0025014793095, 0.9948643712752139, 0.0, -0.0065494512589512775, -0.0009547800622131514, -0.0005587609559300768, -0.02373029069503244], ""fun"": 7.239147657800961, ""violation"": 0, ""total"": 7.239147657800961, ""extra"": {}}}]"
92,,,,,,,,,,,,,Timeout after 1800.0s,
93,01011,"[0.0, 1.9747517757170208, 0.0, 0.7753518938986621, 1.5301841810508017, 0.0, 0.07364471411922449, 0.0, 0.013999646993728299, 0.1259394861034669, 0.9989523194896744, 0.9997811793441278, 0.9998341834679512, 1.002752582477084, 0.9998707745407163, 0.0, 0.0023293809970004174, 0.0027968504027563344, 0.009836806108602183, 0.0034306789318392845]",11.105696009867613,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 6.52018728107214, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""11111"", ""params"": [0.03860679810655519, 1.864932442687314, 0.3838839689788305, 0.658918048453068, 1.3330964185209198, 0.00010940271298621295, 0.07364470811005455, 0.015241722656483834, 0.013999642445931623, 0.10810010787945401, 0.999146813775071, 0.9999755112285454, 0.9996333525307589, 1.0022261705455329, 0.9998924839060924, 0.0, 0.0023284749612382688, 0.0012942654116297068, 0.0075170902038586, 0.0022314303982529523], ""fun"": 12.308279585709009, ""violation"": 0, ""total"": 12.308279585709009, ""extra"": {}}}, {""time"": 170.00628389045596, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""11011"", ""params"": [0.038606798108823774, 1.9747517757053634, 0.0, 0.7609660399692588, 1.505842546042226, 0.00010952327025936076, 0.07364471338582076, 0.0, 0.013999646724399073, 0.12545529297908659, 0.9989687975578103, 0.9997976436507494, 0.9998086971354915, 1.002697004749021, 0.9998734476121277, 0.0, 0.0023293042147679794, 0.002609833480552822, 0.009546262845612268, 0.0032820600380000326], ""fun"": 11.811468134439401, ""violation"": 0, ""total"": 11.811468134439401, ""extra"": {}}}, {""time"": 326.51656079664826, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01011"", ""params"": [0.0, 1.7866012253718877, 0.0, 0.8779509457523488, 1.615855967886005, 0.0, 0.06678617637356597, 0.0, 0.009721345805945357, 0.1374932792533039, 1.0412412557610482, 1.0420362454050298, 1.0423139456812625, 1.0452528701028487, 1.0422182101829325, 0.0, 0.0021441540869178988, 0.00348772716335933, 0.010163456136194786, 0.003788391765850618], ""fun"": 11.811467134439402, ""violation"": 0, ""total"": 11.811467134439402, ""extra"": {}}}, {""time"": 348.01745866425335, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01011"", ""params"": [0.0, 1.9747517757170208, 0.0, 0.7753518938986621, 1.5301841810508017, 0.0, 0.07364471411922449, 0.0, 0.013999646993728299, 0.1259394861034669, 0.9989523194896744, 0.9997811793441278, 0.9998341834679512, 1.002752582477084, 0.9998707745407163, 0.0, 0.0023293809970004174, 0.0027968504027563344, 0.009836806108602183, 0.0034306789318392845], ""fun"": 11.105696009867613, ""violation"": 0, ""total"": 11.105696009867613, ""extra"": {}}}]"
94,,,,,,,,,,,,,Timeout after 1800.0s,
95,,,,,,,,,,,,,Timeout after 1800.0s,
96,10010,"[1.2986990885156338, 0.0, 0.0, 1.6290949447552956, 0.0, 2.5981213505815907e-10, 0.0, 0.0, 0.21186190248245554, 0.0, 1.0266883879831097, 1.0259180385141775, 1.0225952697642398, 1.0260992103126423, 1.027533247651828, 0.0, -0.0021454840385043777, -0.009968097741025514, -0.0016958926365904716, 0.0010270708407676481]",7.453176446837916,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 118.73733901698142, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10110"", ""params"": [0.7952664595934846, 0.0, 0.5034357316074969, 1.6290949446742087, 0.0, 0.0238741524882858, 0.0, 0.09491577754124832, 0.09272977935261184, 0.0, 1.0010595520619823, 1.0004400755558538, 0.9970304413320038, 1.0008288423353402, 1.0018512230104935, 0.0, -0.0017762701835523401, -0.010003796905898877, -0.0010446906314367497, 0.0013766761897811225], ""fun"": 8.112784102387296, ""violation"": 0, ""total"": 8.112784102387296, ""extra"": {}}}, {""time"": 196.95917202625424, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10010"", ""params"": [1.2986990885156338, 0.0, 0.0, 1.6290949447552956, 0.0, 2.5981213505815907e-10, 0.0, 0.0, 0.21186190248245554, 0.0, 1.0266883879831097, 1.0259180385141775, 1.0225952697642398, 1.0260992103126423, 1.027533247651828, 0.0, -0.0021454840385043777, -0.009968097741025514, -0.0016958926365904716, 0.0010270708407676481], ""fun"": 7.453176446837916, ""violation"": 0, ""total"": 7.453176446837916, ""extra"": {}}}]"
97,,,,,,,,,,,,,Timeout after 1800.0s,
98,01010,"[0.0, 3.2494519734153293, 0.0, 1.0210731231151857, 0.0, 0.0, 0.1315381021421692, 0.0, 2.988117687975145e-08, 0.0, 1.0008894103827926, 0.9961879478743555, 1.0007054592007019, 1.0023770086629116, 1.0006388555977195, 0.0, -0.013126734248807732, -0.0012662150454942952, 0.0033647718066989385, -0.0013749099491594133]",11.482954955024805,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 101.38847083505243, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01000"", ""params"": [0.0, 4.269439565448897, 0.0, 0.0, 0.0, 0.0, 0.12942661664493568, 0.0, 0.0, 0.0, 1.0009908426543799, 0.9970573341921111, 1.0015707844332344, 1.0007888033774772, 1.0008916380471178, 0.0, -0.009645027541241956, 0.00219491071837939, -0.0003287014441166032, -0.0005998512389550353], ""fun"": 12.966366383210909, ""violation"": 0, ""total"": 12.966366383210909, ""extra"": {}}}, {""time"": 661.8255595127121, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01100"", ""params"": [0.0, 3.4724436747063208, 0.7974138265946118, 0.0, 0.0, 0.0, 0.12982803688069952, 6.168153399036069e-08, 0.0, 0.0, 1.000986689277058, 0.9964503597009242, 1.0009666444666339, 1.0021057238043969, 1.0007687211178453, 0.0, -0.012362246566380821, -0.0005079450682297599, 0.002556289706864905, -0.0012050390541164325], ""fun"": 11.837030222963746, ""violation"": 0, ""total"": 11.837030222963746, ""extra"": {}}}, {""time"": 1005.0133712999523, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01010"", ""params"": [0.0, 3.2494519734153293, 0.0, 1.0210731231151857, 0.0, 0.0, 0.1315381021421692, 0.0, 2.988117687975145e-08, 0.0, 1.0008894103827926, 0.9961879478743555, 1.0007054592007019, 1.0023770086629116, 1.0006388555977195, 0.0, -0.013126734248807732, -0.0012662150454942952, 0.0033647718066989385, -0.0013749099491594133], ""fun"": 11.482954955024805, ""violation"": 0, ""total"": 11.482954955024805, ""extra"": {}}}]"
99,,,,,,,,,,,,,Timeout after 1800.0s,
100,11100,"[1.0745439048950074, 0.8921848158648623, 0.9252044692663549, 0.0, 0.0, 0.005686564503426428, 0.0928901715376466, 0.04567805379014822, 0.0, 0.0, 0.9996547401103822, 0.9998532923187033, 1.0006240115939808, 1.0000936374322187, 0.999903933668564, 0.0, 0.0006841033605379212, 0.0012453845139622798, -0.0001473610714436632, 0.0003171946995541708]",6.040285456800065,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 132.01708857994527, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""11110"", ""params"": [1.0012961506547868, 0.6984161672087654, 0.6938467760258001, 0.4981496639066266, 0.0, 0.0056865555393225435, 0.06822238168201238, 0.03527085523329915, 0.03428818754158414, 0.0, 0.999454246252649, 0.99963804206298, 1.0006687359956616, 1.0004991701381392, 0.9997843642592541, 0.0, 0.0006349429834782129, 0.001903773765643751, 0.001443356948763049, 0.0005682867330887102], ""fun"": 6.774888158852611, ""violation"": 0, ""total"": 6.774888158852611, ""extra"": {}}}, {""time"": 136.08874740172178, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""11100"", ""params"": [1.0745439048915444, 0.8921848158740616, 0.9252044692626243, 0.0, 0.0, 0.0056865581208659964, 0.09295346644862452, 0.04561476526675322, 0.0, 0.0, 0.9996547400842434, 0.9998532922882639, 1.0006240116252203, 1.000093637463475, 0.9999039336642935, 0.0, 0.0006841033618655141, 0.0012453844926454717, -0.00014736109267345928, 0.000317194692514737], ""fun"": 6.040285456815424, ""violation"": 0, ""total"": 6.040285456815424, ""extra"": {}}}, {""time"": 139.03602989856154, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""11100"", ""params"": [1.0745439048950074, 0.8921848158648623, 0.9252044692663549, 0.0, 0.0, 0.005686564503426428, 0.0928901715376466, 0.04567805379014822, 0.0, 0.0, 0.9996547401103822, 0.9998532923187033, 1.0006240115939808, 1.0000936374322187, 0.999903933668564, 0.0, 0.0006841033605379212, 0.0012453845139622798, -0.0001473610714436632, 0.0003171946995541708], ""fun"": 6.040285456800065, ""violation"": 0, ""total"": 6.040285456800065, ""extra"": {}}}]"
101,,,,,,,,,,,,,Timeout after 1800.0s,
102,10001,"[2.5961144053547978, 0.0, 0.0, 0.0, 1.0733254124205291, 0.05194828631904477, 0.0, 0.0, 0.0, 5.597846450983393e-07, 1.094962533616985, 1.0926506838219776, 1.0946797017164291, 1.0905782812036668, 1.0940800008180074, 0.0, -0.005311866426646866, -0.0013524023210609224, -0.009827629956948337, -0.0020740848983449413]",7.572448502749866,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 1734.8449407853186, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10000"", ""params"": [3.2882406423718793, 0.0, 0.3817960407038136, 0.0, 0.0, 0.015349457021178224, 0.0, 0.037466002308277895, 0.0, 0.0, 1.3667234212873527, 1.3643419433438826, 1.3665652389198422, 1.3626865701818704, 1.3654825053628936, 0.0, -0.004400934309808847, -0.0007439328445546982, -0.007295272680121041, -0.002323301213943117], ""fun"": 14.658493779499729, ""violation"": 0, ""total"": 14.658493779499729, ""extra"": {}}}, {""time"": 1895.0534826088697, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10001"", ""params"": [2.5961144053547978, 0.0, 0.0, 0.0, 1.0733254124205291, 0.05194828631904477, 0.0, 0.0, 0.0, 5.597846450983393e-07, 1.094962533616985, 1.0926506838219776, 1.0946797017164291, 1.0905782812036668, 1.0940800008180074, 0.0, -0.005311866426646866, -0.0013524023210609224, -0.009827629956948337, -0.0020740848983449413], ""fun"": 7.572448502749866, ""violation"": 0, ""total"": 7.572448502749866, ""extra"": {}}}]"
103,,,,,,,,,,,,,Timeout after 1800.0s,
104,,,,,,,,,,,,,Timeout after 1800.0s,
105,11111,"[0.5562402680173932, 0.2613761032770558, 7.264063044092372, 0.29844017887581514, 0.9312721087568521, 0.010456786272103445, 0.023702972694445636, 0.12460818259729911, 0.009421573713006516, 0.09003414894884346, 1.6138419257856764, 1.6143784873453628, 1.6151611510116244, 1.6143921956110612, 1.6146162541767257, 0.0, 0.001073287354123051, 0.0027139124822475186, 0.0013083746748939465, 0.0013654807610395416]",62.569353588577094,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 361.02959085814655, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""11111"", ""params"": [0.5562402680173932, 0.2613761032770558, 7.264063044092372, 0.29844017887581514, 0.9312721087568521, 0.010456786272103445, 0.023702972694445636, 0.12460818259729911, 0.009421573713006516, 0.09003414894884346, 1.6138419257856764, 1.6143784873453628, 1.6151611510116244, 1.6143921956110612, 1.6146162541767257, 0.0, 0.001073287354123051, 0.0027139124822475186, 0.0013083746748939465, 0.0013654807610395416], ""fun"": 62.569353588577094, ""violation"": 0, ""total"": 62.569353588577094, ""extra"": {}}}]"
106,00100,"[0.0, 6.851372104988914e-11, 2.1146449431272663, 0.0, 0.0, 0.0, 2.3422158714483185e-14, 0.14566562821584872, 0.0, 0.0, 1.0000132833302082, 1.0026514254932726, 1.0026083261107783, 0.9954292184918145, 0.9999671135531337, 0.0, 0.0057417564315733905, 0.005593647081890044, -0.00834631542953189, -0.0001543188258055257]",3.7791962856316137,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 13.25861591938883, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00110"", ""params"": [0.0, 0.0, 1.4248991832160705, 0.6897674048224175, 0.0, 0.0, 0.0, 0.1457468075052634, 3.3754863719030616e-07, 0.0, 0.9999631480448811, 1.0026014278213269, 1.0026683577559958, 0.9953788477223237, 0.9999169759515787, 0.0, 0.0057423309614437375, 0.006009511837405232, -0.008347156292692944, -0.00015433430111538968], ""fun"": 4.736943656181905, ""violation"": 0, ""total"": 4.736943656181905, ""extra"": {}}}, {""time"": 202.68380618095398, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00100"", ""params"": [0.0, 0.0, 2.1143030143135197, 0.0, 0.0, 0.0, 0.0, 0.14482193213944905, 0.0, 0.0, 1.0663911786414424, 1.0688590852364672, 1.0688186569788167, 1.0620988163594896, 1.0663478843064806, 0.0, 0.005050511585731318, 0.004920183121398939, -0.007335476512353263, -0.0001357047159937682], ""fun"": 4.689687344606919, ""violation"": 0, ""total"": 4.689687344606919, ""extra"": {}}}, {""time"": 268.0055884514004, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00100"", ""params"": [0.0, 0.0, 2.114124453231062, 0.0, 0.0, 0.0, 0.0, 0.14438132010121837, 0.0, 0.0, 1.1068245570605706, 1.1091992770489119, 1.109160319846456, 1.1026921991226308, 1.1067828451099122, 0.0, 0.0046888823918798984, 0.004567861637763575, -0.006807320061810311, -0.0001259705978434505], ""fun"": 4.3496890411392055, ""violation"": 0, ""total"": 4.3496890411392055, ""extra"": {}}}, {""time"": 281.663571187295, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00100"", ""params"": [0.0, 0.0, 2.1146449432338463, 0.0, 0.0, 0.0, 0.0, 0.14566562830931512, 0.0, 0.0, 1.000013276699081, 1.0026514188805866, 1.002608319497808, 0.9954292118295425, 0.9999671069217002, 0.0, 0.005741756508215837, 0.0055936471565787215, -0.008346315540739902, -0.0001543188278522385], ""fun"": 3.7791962858033505, ""violation"": 0, ""total"": 3.7791962858033505, ""extra"": {}}}, {""time"": 422.93340908084065, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""00100"", ""params"": [0.0, 6.851372104988914e-11, 2.1146449431272663, 0.0, 0.0, 0.0, 2.3422158714483185e-14, 0.14566562821584872, 0.0, 0.0, 1.0000132833302082, 1.0026514254932726, 1.0026083261107783, 0.9954292184918145, 0.9999671135531337, 0.0, 0.0057417564315733905, 0.005593647081890044, -0.00834631542953189, -0.0001543188258055257], ""fun"": 3.7791962856316137, ""violation"": 0, ""total"": 3.7791962856316137, ""extra"": {}}}]"
107,,,,,,,,,,,,,Timeout after 1800.0s,
108,,,,,,,,,,,,,Timeout after 1800.0s,
109,01011,"[0.0, 1.7719816948994271, 0.0, 0.5944060088844828, 1.6996125809518718, 0.0, 0.011860460702926552, 0.0, 0.03467663570962289, 6.841360906491214e-08, 0.9978793946800312, 1.00108406956505, 1.0010101315939477, 1.000269634051824, 1.0017490119341173, 0.0, 0.008557055060578926, 0.007938909862439376, 0.0059403232270113645, 0.011624025513765858]",8.412265728032358,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 262.2339536752552, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01011"", ""params"": [0.0, 1.7719816948994271, 0.0, 0.5944060088844828, 1.6996125809518718, 0.0, 0.011860460702926552, 0.0, 0.03467663570962289, 6.841360906491214e-08, 0.9978793946800312, 1.00108406956505, 1.0010101315939477, 1.000269634051824, 1.0017490119341173, 0.0, 0.008557055060578926, 0.007938909862439376, 0.0059403232270113645, 0.011624025513765858], ""fun"": 8.412265728032358, ""violation"": 0, ""total"": 8.412265728032358, ""extra"": {}}}]"
110,,,,,,,,,,,,,Timeout after 1800.0s,
111,01110,"[0.0, 1.7188572252137608, 1.161464059406961, 2.3015616988266885, 0.0, 0.0, 0.09004866089807016, 0.03009337359870859, 0.004532607205857698, 0.0, 0.9993189816610148, 1.0000456292663966, 0.9994912570842807, 1.0008443885594955, 1.0013110753432775, 0.0, 0.0016346918520233858, 0.0006282116206443292, 0.004670897291803147, 0.005822328073775244]",12.619207369489384,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 0.182207640260458, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""11111"", ""params"": [0.3269336099282781, 1.4286689596649924, 0.9660583548360258, 1.8409175873139205, 0.6162862140092742, 0.012475592664563419, 0.04923378948558301, 0.023342855636438575, 0.016002159344322166, 0.013748275141911284, 2.6706343922703386, 2.6709066973282174, 2.670698489165898, 2.6711997478571154, 2.671399830286451, 0.0, 0.00022958989358763316, 8.770750106249715e-05, 0.0006525715072863309, 0.0008304527475526011], ""fun"": 1000000000.0, ""violation"": 0, ""total"": 1000000000.0, ""extra"": {}}}, {""time"": 1.035352393053472, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01111"", ""params"": [0.0, 1.6936884109135903, 1.1406930093941572, 1.6676003861579443, 0.679904305469477, 0.0, 0.09097313086971566, 0.03367390945184175, 9.887103266823866e-10, 9.880842640964512e-10, 1.0051599329753662, 1.0058826189826136, 1.0053312217581896, 1.0066761304981524, 1.007149906885841, 0.0, 0.0016170404052991538, 0.0006203652830186804, 0.004611950298858451, 0.005787093818067788], ""fun"": 12.94993291457664, ""violation"": 0, ""total"": 12.94993291457664, ""extra"": {}}}, {""time"": 1166.3986564492807, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01110"", ""params"": [0.0, 1.7188572252581884, 1.161464059443626, 2.301561698902227, 0.0, 0.0, 0.09170036170635937, 0.02846701035481075, 0.004507270319043122, 0.0, 0.9993189846505184, 1.0000456315622481, 0.9994912603884937, 1.0008443942431247, 1.0013110610846268, 0.0, 0.0016346920641386233, 0.0006282115974622333, 0.004670896869745658, 0.005822335075613458], ""fun"": 12.619207369585975, ""violation"": 0, ""total"": 12.619207369585975, ""extra"": {}}}, {""time"": 1166.824108847417, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01110"", ""params"": [0.0, 1.7188572252419845, 1.1614640594302532, 2.301561698874006, 0.0, 0.0, 0.08880822499039472, 0.03134980308010038, 0.004516614059468398, 0.0, 0.9993189835480675, 1.0000456307156023, 0.999491259169984, 1.0008443921471335, 1.001311066342952, 0.0, 0.0016346919859145906, 0.0006282116060112402, 0.004670897025391764, 0.005822332493474103], ""fun"": 12.619207369550265, ""violation"": 0, ""total"": 12.619207369550265, ""extra"": {}}}, {""time"": 1167.1118759429082, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""01110"", ""params"": [0.0, 1.7188572252137608, 1.161464059406961, 2.3015616988266885, 0.0, 0.0, 0.09004866089807016, 0.03009337359870859, 0.004532607205857698, 0.0, 0.9993189816610148, 1.0000456292663966, 0.9994912570842807, 1.0008443885594955, 1.0013110753432775, 0.0, 0.0016346918520233858, 0.0006282116206443292, 0.004670897291803147, 0.005822328073775244], ""fun"": 12.619207369489384, ""violation"": 0, ""total"": 12.619207369489384, ""extra"": {}}}]"
112,,,,,,,,,,,,,Timeout after 1800.0s,
113,10110,"[0.3035559890133406, 0.0, 1.9886820002806407, 0.6972591245222762, 0.0, 9.209319770590147e-07, 0.0, 0.12824659351001272, 0.045217945234458795, 0.0, 1.0016753358216843, 1.0012876339388852, 0.9965806760234737, 1.0011419564862676, 1.0010874692387135, 0.0, -0.0008930689048277333, -0.012105237186542639, -0.0016692505388131672, -0.0012392253852315904]",7.30699579420077,0.0,,,,,,,,,Timeout after 1800.0s,"[{""time"": 8.717757269740105, ""expectation_jobs"": null, ""fidelity_jobs"": null, ""optimizer_stats"": {}, ""result"": {""generator_statuses"": ""10110"", ""params"": [0.3035559890133406, 0.0, 1.9886820002806407, 0.6972591245222762, 0.0, 9.209319770590147e-07, 0.0, 0.12824659351001272, 0.045217945234458795, 0.0, 1.0016753358216843, 1.0012876339388852, 0.9965806760234737, 1.0011419564862676, 1.0010874692387135, 0.0, -0.0008930689048277333, -0.012105237186542639, -0.0016692505388131672, -0.0012392253852315904], ""fun"": 7.30699579420077, ""violation"": 0, ""total"": 7.30699579420077, ""extra"": {}}}]"
114,,,,,,,,,,,,,Timeout after 1800.0s,
115,,,,,,,,,,,,,Timeout after 1800.0s,
116,,,,,,,,,,,,,Timeout after 1800.0s,
117,,,,,,,,,,,,,Timeout after 1800.0s,
118,,,,,,,,,,,,,Timeout after 1800.0s,
